VEND_ID,LGL_NM,VEND_CUST_CD
1898,ESI INTERNATIONAL INC,EDU7096425
1899,ESO Solutions Inc.,V00000949969
1900,ESPS Inc.,VS0000031328
1901,EST Group LLC,V00000926581
1902,ESTES AWS LLC,V00000956397
1903,ESTES INC,EST1780750
1904,ESTHER'S FOLLIES,EST6033435
1905,e-Systems Group LLC,V00000938792
1906,Ethan Azarian,V00000918382
1907,ETS-Lindgren L.P.,VS0000006311
1908,ETT Service Group Inc.,V00000916817
1909,EUFEMIO JOHN RAMIREZ,VS0000017856
1910,EUGENE WELDERS SUPPLY CO INC,VS0000037712
1911,Eulenspiegel Puppet Theatre Co.,V00000925548
1912,EVAC + CHAIR NORTH AMERICA LLC,V00000914643
1913,Evan Eason Voyles,V00000909198
1914,Evans Consoles Incorporated,V00000910284
1915,EVANS ENTERPRISES INC,EVA7097880
1916,EVANS EQUIPMENT INC,EVA1786750
1917,EVCO PARTNERS LP,VC0000101713
1918,EVELYN B BENITES,V00000914579
1919,Evelyn Williams,VS0000023911
1920,EVENFLO COMPANY INC,EVE8306664
1921,EvenlyOdd Inc.,V00000944977
1922,Event Power LLC,V00000934002
1923,Event Production Services LLC,V00000907751
1924,Eventerprise LLC,V00000957583
1925,Events by Emily Inc,V00000962794
1926,Everest Software L.P.,V00000917695
1927,Everlast Climbing Industries Inc.,V00000917564
1928,Evisions Inc.,V00000949437
1929,Evo Conversion Systems LLC,V00000954714
1930,Evolution Graphics Inc.,VS0000026982
1931,EVOY CHRIS,EVO8312862
1932,Ewald Kubota Inc,V00000922865
1933,EWING IRRIGATION PRODUCTS &,EWI7095865
1934,EWING IRRIGATION PRODUCTS INC,EWI7095865
1935,EWT HOLDINGS III CORP,V00000919724
1936,Exact Marketing Inc,V00000948822
1937,EXCELL ENVIRONMENTAL,EXC7020225
1938,EXCELLENCE OPTO INC,EXC8321898
1939,EXCLUSIVELY EXPO INC,EXC7054800
1940,EXECUTIVE INFORMATION SYSTEMS LLC,VS0000023264
1941,Executive Signs Enterprises Inc.,V00000935078
1942,Exele Information Systems Inc.,V00000961841
1943,Experian Marketing Solutions LLC,V00000952585
1944,EXPOTECH U S A INC,EXP7047470
1945,EXPRESS FLOOR SERVICES LTD,BAG7135595
1946,EXPRESS INTERIORS INC,VS0000034894
1947,Express Lens Lab Inc,V00000906301
1948,EXPRESS TURF MAINTENANCE,EXP7102580
1949,Expressive T-Shirts,VS0000016322
1950,EXTREME OUTDOOR MOTORS INC,EXT8314775
1951,Eye in the Sky,V00000921119
1952,EZ CUFF INC,EZC8306886
1953,EZ SYSTEMZ INC,VC0000103544
1954,FA SYSTEMS INC,MIC7107290
1955,FACILITIES RESOURCE INC,FAC8301027
1956,Facility Interiors Inc.,V00000908560
1957,FACILITY SOLUTIONS GROUP INC,AME0202250
1958,FAIRFIELD SERVICE COMPANY OF INDIANA LLC,FAI8323172
1959,FAIRWAY SUPPLY INC,FAI7011210
1960,FAIRWEATHER SITE FURNISHINGS,FAI8312644
1961,Falcon Scientific LLC,VS0000036014
1962,FAMILY EXPERIENCES PRODUCTIONS INC,VS0000016963
1963,Family Heirlooms Inc.,VS0000021973
1964,FAPCO L L C,FAP8314985
1965,FAR SOUTH WHOLESALE NURSERY,VS0000016350
1966,FARMER BROTHERS COFFEE,FAR8303637
1967,FARMER'S COPPER LTD,FAR1822000
1968,Farmland Mutual Insurance Company,V00000932869
1969,FARO Technologies Inc.,VS0000021404
1970,FarrWest Environmental Supply Inc.,VS0000021362
1971,Farwest Line Specialties LLC,V00000905874
1972,FASTENAL COMPANY,FAS7005630
1973,FASTSERV SUPPLY INC,V00000915625
1974,FASTSIGNS,FAS8306722
1975,FB Trading LLC,V00000962744
1976,FECHHEIMER BROS CO,FEC7153945
1977,FEDERAL EXPRESS CORP,FED1834500
1978,FEDERAL EXPRESS CORPORATION,FED1834500
1979,FEDERAL RESOURCES SUPPLY CO.,FED8322811
1980,FEDERAL SIGNAL CORP,FED1836025
1981,FEDEX KINKO'S OFFICE & PRINT SERVICES,KIN7108705
1982,FEDEX OFFICE AND PRINT SERVICES INC,KIN7108705
1983,FEED STATION (THE),FEE8316385
1984,FERGUSON ENTERPRISES INC,FER1841250
1985,FERKAM MANAGEMENT CORPORATION,ENV1756650
1986,Fern Marie Francis,V00000906189
1987,FERNANDES HOLDINGS INC,SPE8316083
1988,FERNANDO MUNOZ,CHA8320210
1989,FERNO WASHINGTON INC,FER1844750
1990,FERRELL GAS L P,FER7103375
1991,FERRELLGAS,FER7103375
1992,Fete Accompli Inc.,V00000900841
1993,FIBER INSTRUMENT SALES INC,FIB7009050
1994,Fiber Solutions Inc,VS0000028613
1995,Fiberglass Tank & Pipe Institute,VS0000024149
1996,FIBERLINK COMMUNICATIONS CORPORATION,FIB8320060
1997,FILEMAKER INC,CLA6007100
1998,FILM IDEAS INC,FIL6025165
1999,FILM SOCIETY OF AUSTIN INC,AUS0500000
2000,FINANCIAL BUSINESS MACHINES OF TEXAS INC,FIN6121845
2001,FINANCIAL SYSTEMS & EQUIPMENT INC,VC0000100916
2002,FINDAWAY WORLD LLC,VS0000018585
2003,FINE LUMBER & PLYWOOD INC,FIN1857000
2004,Fine Southern Gentlemen LLC,V00000936409
2005,FIRE FACILITIES INC,FIR8316922
2006,FIRE PUMP SPECIALTY,FIR8316077
2007,FIRE SAFETY MEDIA,FIR8322175
2008,FIRE SAFETY SERVICES LLC,V00000922954
2009,FIRE SUPPLY INC,FIR7040065
2010,Firefighters Bookstore,V00000944090
2011,Firehouse Innovations Corp.,V00000922885
2012,Firenze Engineering LLC,V00000911472
2013,FIRETROL PROTECTION SYSTEMS INC,FIR8316865
2014,First Night Austin,VS0000011040
2015,FIRST TRACE INC,VC0000101484
2016,FISHER SCIENTIFIC CO L L C,FIS7117600
2017,Fit Supply LLC,VS0000014589
2018,FITNESS IN MOTION,FIT7140500
2019,Five Points Infrastructure Services LLC,V00000920535
2020,FIVE STAR ELECTRIC MOTORS,FIV1880500
2021,FIXTURES MANUFACTURING,FIX8317771
2022,FJ TURNER COMPANY INC,TUR8306768
2023,FLAGHOUSE INC,FLA1881250
2024,FLAIR DATA SYSTEMS INC,FLA8311143
2025,FLASH CUBES ICE SERVICE L L C,FLA8314424
2026,FLEET SAFETY EQUIPMENT INC,FLE8313892
2027,Fleetcard Inc,VS0000022474
2028,FLEETPRIDE,POW3739000
2029,FLEETPRIDE INC,VC0000102683
2030,Flight Suits,V00000922448
2031,FLIK INTERNATIONAL CORPORATION,VS0000032411
2032,FLINT TRADING INC,FLI1888350
2033,FLIR SURVEILLANCE INC,V00000938104
2034,FLOORING SOLUTIONS INC,FLO8312983
2035,FLORES AND ASSOCIATES LLC,FLO8310257
2036,FLOWERS BY DESIGN,FLO7013490
2037,FLOWPOINT ENVIRONMENTAL SYSTEMS INC,V00000906629
2038,Floyd S Salser Jr & Associates Inc,V00000903880
2039,Fluid Components International LLC,VS0000034997
2040,FLUID LANDSCAPE & IRRIGATION LLC,FLU8318364
2041,FLUID LANDSCAPE & IRRIGATION LLC,VC0000102349
2042,FLUID METER SERVICE CORP,FLU6005790
2043,FLUKE ELECTRONICS CORPORATION,VC0000101454
2044,Fluxlight Inc,V00000929080
2045,FLY MUSIC SERVICES INC,VC0000103555
2046,FLYING CIRCLE BAGS,FLY7062715
2047,FM:Systems Inc.,V00000907596
2048,FMI Paint and Chemical Inc,V00000906753
2049,FMW DISTRIBUTORS INC,FMW1899500
2050,FOCAL POINT ADVERTISING & ENTERTAINMENT,VC0000101127
2051,FOCUS CAMERA INC,FOC1889750
2052,FONDRIEST ENVIRONMENTAL INC,FON8314654
2053,FOOD CATERING SPECIALIST &,FIR8311495
2054,FORD AUDIO-VIDEO SYSTEMS INC,FOR1901500
2055,FORD AUDIO-VIDEO SYSTEMS LLC,FOR1901500
2056,FOREFRONT DEVANT INC.,VS0000017189
2057,FOREMOST MEDICAL EQUIPMENT,VS0000015465
2058,Forensic Computers Inc.,VS0000008811
2059,FORESTRY SUPPLIERS INC,FOR1906750
2060,Formaspace Technical Furniture,V00000901255
2061,Forms and Surfaces Inc,VS0000024296
2062,Formstack LLC,VS0000035275
2063,Forsythe Brothers Infrastructure LLC.,VS0000004461
2064,FORT BEND SERVICES INC,FOR6010265
2065,FORTERRA PIPE & PRECAST LLC,HAN7137140
2066,Fortiline Inc.,V00000923020
2067,FOSSIL INDUSTRIES INC,FOS8321354
2068,Foster & Freeman USA Inc.,V00000901013
2069,Fotronic Corporation,VS0000022944
2070,FOUNDRY NETWORKS INC,VS0000017239
2071,FOUR SEASONS EQUIPMENT INC,FOU8303250
2072,FOUR SEASONS RADIATOR,FOU7116945
2073,Four Star Fabrication Inc.,V00000907662
2074,Four Winds Interactive LLC,V00000905849
2075,Fox Aluminum Inc,V00000915995
2076,FOX INTERNATIONAL LTD INC,FOX7120400
2077,FOX SCIENTIFIC INC,FOX7092765
2078,FOX SERVICE CO INC,FOX1922000
2079,FOX SERVICE COMPANY II LLC,V00000920265
2080,Foxit Software Inc.,V00000928431
2081,Francisco Chavez-Silva,VS0000006877
2082,Frank Almendra,V00000909084
2083,FRANK WILLIAM DE VICO ST,VS0000025481
2084,FRANKLIN COVEY CO,FRA7099060
2085,Fred P Denson,VS0000013373
2086,Fred P. Heinzmann Co. Inc.,VS0000033161
2087,FREDDY CARNES,CAR7010745
2088,FREDRICK-SHELTON & ASSOC INC,FRE8301486
2089,FREEIT DATA SOLUTIONS INC,VC0000102847
2090,FREEMAN AUDIO VISUAL SOLUTIONS INC,AVW0532250
2091,FREEMAN DECORATING CO,V00000913236
2092,FREEMAN DECORATING SERVICES INC,FRE6009860
2093,FREESTYLE SALES CO,FRE8320408
2094,FREEWHEELING BICYCLES,FRE8312878
2095,Freight Security Net Inc,VS0000014834
2096,French American Business Council of Austin Inc.,V00000942033
2097,French Nestor Smith,V00000906243
2098,Freudenberg Filtration Technologies L. P.,V00000934344
2099,Fringesport Inc.,V00000939309
2100,Frontier Security and Investigation,V00000941852
2101,FRY'S ELECTRONICS,FRY8302809
2102,FSTI INC,FST8315028
2103,FUEGO INTERNATIONAL L L C,FUE8301921
2104,FULL COMPASS SYSTEMS LTD,FUL7114730
2105,FULL SPECTRUM ANALYTICS INC,FUL8316596
2106,FULLER SR W PATRICK,FUL8312860
2107,FUN ABOUNDS INC,V00000919874
2108,FUQUAY INC,FUQ1950250
2109,FURNITURE FOR BUSINESS,WEL7129275
2110,FURNITURE MARKETING GROUP INC,FUR7116270
2111,FUSECO INC,VS0000023590
2112,FUSECO LP,VS0000023590
2113,FUSION SERVICES LTD,AUT0522250
2114,FUTURE COM LTD,FUT7125050
2115,FUTURE INDUSTRIAL TECHNOLOGIES,V00000908735
2116,FWT INC,FOR7063825
2117,G & K SERVICES,VC0000101726
2118,G & M CATERING,GMC7083175
2119,G & M CATERING INC,GMC7083175
2120,G & W ELECTRIC COMPANY,V00000908476
2121,G NEIL DIRECT MAIL INC,GNE8303085
2122,G P EQUIPMENT CO,GPE2090250
2123,G.O. Landscape Inc.,VS0000026177
2124,G4 SPATIAL TECHNOLOGIES LLC,VS0000017243
2125,Gabel Karsten Kokinda,VS0000028462
2126,GAGE FURNITURE,GAG7008415
2127,GAIL'S FLAGS & GOLF COURSE,GAI1956000
2128,GAIL'S FLAGS & GOLF COURSE ACCESSORIES INC,GAI1956000
2129,GAJESKE INC,GAJ1957500
2130,GALCO INDUSTRIAL ELECTRONICS,GAL8311648
2131,GALCO INDUSTRIAL ELECTRONICS INC,GAL8311648
2132,GALLOPING Solutions LLC,V00000929284
2133,GALLS LLC,V00000952876
2134,GALLS LLC,VC0000100722
2135,Gallup Inc.,V00000927720
2136,GAMETIME,GAM7119700
2137,GANAS ENTERPRISES INC,SOU8323011
2138,Garet Couch,VS0000018408
2139,Garratt-Callahan Company,VS0000007980
2140,Garrett Electronics Inc.,V00000916437
2141,GARRETTCOM INC,GAR8322914
2142,GARTNER INC,GAR7059835
2143,Gary Frank,VS0000036477
2144,Gary Wunderlich,V00000957168
2145,Gas Cylinder Services LLC,V00000912504
2146,GAS DETECTION & RESPIRATORY,GAS7062225
2147,GASES101 LLC,V00000939998
2148,GateKeeper Systems Inc.,V00000947476
2149,GATEWAY SAFETY PRODUCTS INC,GAT1993750
2150,Gaumard Scientific Company Inc.,V00000938197
2151,GAVIN EMBERSON,VS0000025608
2152,GAYLORD BROS INC,GAY8310632
2153,GCR TIRE CENTER,VC0000101050
2154,GCSA INC,LAK7141025
2155,GE CAPITAL FINANCIAL INC,GEC8317042
2156,GE ENERGY MANAGEMENT SERVICES INC,SMA7134705
2157,GE INFRASTRUCTURE SENSING INC,PAN3574220
2158,GE INTELLIGENT PLATFORMS INC,GEF8303756
2159,GE MDS LLC,VC0000101223
2160,GE Medical Systems Ultrasound & Primary Care Diagn,V00000955674
2161,GE NETWORK SOLUTIONS,SMA7134705
2162,Gear Cleaning Solutions LLC,VS0000013956
2163,Gehr Power Systems,V00000948938
2164,GEIB FREDERICO,FRE8314650
2165,Geiger Bros.,VS0000030960
2166,Gemaire Distributors LLC,VS0000002018
2167,Gemalto Cogent Inc.,COG8307015
2168,Gemini Computers Inc.,V00000956625
2169,GENE A PELHAM,GPE2090250
2170,GENERAL CHEMICAL PERFORMANCE PRODUCTS LLC,GEN8316787
2171,GENERAL ELECTRIC COMPANY,GEN2024000
2172,General Sales Administration Inc.,V00000934269
2173,General Services Administration,V00000914256
2174,GENERAL SUPPLY & SERVICES INC,GES8322561
2175,GENERAL TRAFFIC EQUIPMENT CORP,GEN7063905
2176,Genesis Graphics Inc.,V00000927166
2177,GENESIS LAMP CORP,GEN8308783
2178,GENESIS TECHNOLOGIES INC,GEN8311013
2179,GENEVA SCIENTIFIC INC.,BAR6042350
2180,GENICS INC,GEN8303390
2181,Genie Industries Inc,VS0000034987
2182,GEO SOLUTIONS INC,GEO7150020
2183,GeoCue Group Inc.,V00000957964
2184,GEOPROJECTS INT'L INC,GEO8302428
2185,GEORGE COX AUTOMOTIVE INC,GEO1318500
2186,GEORGE PATTON ASSOCIATES INC,PLA8310485
2187,GEORGE WARREN CO INC,GEO5060750
2188,GEORGETOWN FARM SUPPLY,GEO7141565
2189,Georgetown Mac Haik Dodge Chrysler Jeep LTD,VS0000034096
2190,Georgia Expo Manufacturing Corp.,V00000912554
2191,GEORGIA PORTABLE BUILDINGS INC,VS0000010693
2192,GEOSHACK,GEO8303916
2193,GEOSPATIAL INNOVATIONS INC,GEO8306050
2194,GEOTECH ENVIRONMENTAL EQUIPMENT INC,GEO7142555
2195,GFS CHEMICALS INC,V00000915453
2196,GG'S CONSTRUCTION,VC0000103339
2197,GG'S CONSTRUCTION LLC,VC0000103339
2198,GHC SPECIALTY BRANDS LLC,LAB7048260
2199,Ghisallo Foundation,V00000905961
2200,Ghulam Farid Nizami,V00000901575
2201,Gianna Cox,V00000912775
2202,GIANT PLASTIC INDUSTRIES,VS0000019030
2203,GIANT PLASTIC INDUSTRIES USA INC,V00000922268
2204,Giant Printing Inc.,VS0000026816
2205,GIG GEAR INC,MUS8317138
2206,Gigglin' Marlin Divers INC.,V00000929655
2207,GILBERT & SULLIVAN SOCIETY OF,GIL2035250
2208,GILBERT BUSINESS FORMS INC,GIL2033750
2209,GILBERT MILTON SENKEL,SAN7082905
2210,GILLESPIE SPIKE,SPI8305930
2211,GILLIS & LANE INC,VS0000018505
2212,Gina Marie Chavez,VS0000020548
2213,GINNY'S COPYING SERVICE INC,GIN7043960
2214,GINNY'S PRINTING & COPYING,GIN7043960
2215,Girls Rock Austin,VS0000029014
2216,GitHub Inc.,V00000909000
2217,GivePulse Inc.,V00000916454
2218,GK Techstar LLC,V00000910318
2219,GKI/BETHLEHEM LIGHTING,GKI7089995
2220,GLADWIN PAINT CO,GLA7108210
2221,Glaro-Products.com,VS0000026153
2222,GLASS DOCTOR,FIR8315312
2223,Glazing Saddles Ltd,VS0000013271
2224,Glen Maurice Winston,VS0000009205
2225,GLEN POLASEK,VC0000101132
2226,Glen Products Inc.,V00000916731
2227,Glenn Martin Peterson Sr.,V00000914966
2228,Glenn Rexach,V00000941394
2229,GLOBAL EQUIPMENT CO,GLO8305924
2230,GLOBAL EQUIPMENT COMPANY INC.,GLO8305924
2231,GLOBAL GOVERNMENT EDUCATION SOLUTION INC,GLO8323073
2232,GLOBAL GOVERNMENT/EDUCATION,GLO8303852
2233,GLOBAL INDUSTRIES INC,GLO8320475
2234,GLOBAL OPERATIONS TEXAS LP,DAH8303193
2235,GLOBAL PROMOTIONS & INCENTIVES,GLO8316440
2236,GLOBAL PROTECTION CORP,GLO8322890
2237,Global Supply Solutions LLC,V00000922795
2238,GLOBE ELECTRIC SUPPLY CO INC,GLO7003400
2239,GMSL CONSULTING LLC,VC0000102791
2240,Go Green Synthetic Lawn Solutions,V00000960129
2241,GODWIN PUMPS OF AMERICA INC,GOD7113130
2242,GOES SALES OF TEXAS INC,GOE7059265
2243,GOLDEN CORRAL,GOL7102715
2244,GoldSim Technology Group LLC,V00000949345
2245,GOLF CARS ETC,GOL7152550
2246,GOMEZ FLOOR COVERING INC,GOM7116095
2247,GOODPOP/POPSOCOOLS,VS0000020564
2248,Goodway Technologies Corporation,VS0000016217
2249,GOODWILL INDUSTRIES OF CENTRAL TEXAS,GOO2078250
2250,Gopher Sign Company,V00000943585
2251,Gordon Companies Inc,VS0000023404
2252,GORDON GRABILL,AWA7006695
2253,GORDON INSTRUMENT LABORATORIES INC,VS0000012319
2254,GORDON INSTURMENT LABS INC,VS0000012319
2255,GORDON'S EQUIPMENT,GOR2081000
2256,GORDON'S SPECIALTIES INC,GOR2081750
2257,GOTCHA COVERED BLINDS,GOT8320655
2258,GOVCONNECTION INC,GOV8304539
2259,GOVERNMENT FINANCE OFFICERS,GOV2088000
2260,GOVERNMENT SCIENTIFIC SOURCE,GOV7026465
2261,GOVERNMENT SCIENTIFIC SOURCE INC,GOV7026465
2262,GP STRATEGIES CORPORATION,GEN6006585
2263,GPE Controls Inc.,V00000920071
2264,Graber Manufacturing Inc,VS0000018409
2265,GRACO AWARDS,GRA8318511
2266,GRAEBEL SAN ANTONIO MOVERS INC,GRA2094750
2267,GRAFFITI REMOVAL INC,VC0000101817
2268,GRAFTEK DESIGNS,SBG7066180
2269,Graham Edward Wilkinson,V00000926776
2270,Gran Casa Garcias Enterprises Inc,V00000917447
2271,GRANDE FORD TRUCK SALES INC,GRA8317495
2272,GRANVILLE ASSOCIATES INCORPORATED,V00000905420
2273,GRAPHIC CONTROLS L L C,GRA8318127
2274,GRAPHIC PRODUCTS INC,GRA8311854
2275,GRAPHIC SOLUTIONS GROUP INC,TEX7124875
2276,GRATEFUL GROWERS INC,GRA8307297
2277,GRAVEL PRODUCTS INC,GRA7152670
2278,Gray Manufacturing Company Inc,VS0000013282
2279,GRAYBAR ELECTRIC CO INC,GRA2108250
2280,GRAY'S WHOLESALE TIRE DISTRIBUTORS INC,GRA7067330
2281,GREAT LAKES HOTEL SUPPLY,VS0000018402
2282,Great Plains Manufacturing Inc.,V00000934245
2283,GREAT PLAINS POOL & SPA PRODUCTS INC,GRE8304520
2284,Great South Texas Corporation,VS0000029854
2285,GREAT SOUTHWEST METERS INC,GRE8318654
2286,GREATER AUSTIN CHAMBER OF COMMERCE,AUS0407250
2287,GREATER AUSTIN CRANE SERVICE LTD,AUS7144110
2288,GREATER AUSTIN PERFORMING ARTS,GRE8319117
2289,GREATER AUSTIN PERFORMING ARTS CENTER INC,GRE8319117
2290,GREATER EAST AUSTIN YOUTH ASSN,GRE8302297
2291,Green Business Certification Inc,VS0000035291
2292,GREEN CONSTRUCTOR GROUP LLC,VS0000023419
2293,GREEN CREEK NURSERY INC,GRE7067610
2294,GREEN EQUIPMENT CO,GRE2122750
2295,Green Gears inc,V00000916554
2296,GREEN INDUSTRIES INC,GRE8308496
2297,GREEN MOUNTAIN EQUIPMENT AND RENTAL LTD,VC0000102468
2298,GREEN PASTURES,GRE7144000
2299,GREEN PLAQUE LLC,V00000905015
2300,Greenbelt Solar LLC,VS0000037564
2301,Greenline Data Inc.,V00000902574
2302,GREENVILLE TRANSFORMER CO,GRE7074150
2303,GREENVILLE TRANSFORMER COMPANY INC,GRE7074150
2304,GREENWICH INC,COM7104175
2305,GREENWOODS COLLECTIONS,GRE8318827
2306,Greg Werchan,V00000959740
2307,GREGORY C RIGAMER & ASSOCIATES INC,GCR7136630
2308,Gregory O Padgitt,V00000920558
2309,Gregory W Gonzalez,V00000946878
2310,Grenier Services Company LLC,V00000905664
2311,Greshare Enterprises Inc.,V00000912658
2312,Gretchen Murphy,VS0000034442
2313,GRID SOLUTIONS (US) LLC,V00000931063
2314,Grid Training Corporation,VS0000024113
2315,Griggs Ergonomic Supplies LLC,V00000951446
2316,GRIOTMEDIA,VC0000101672
2317,Grip Tite Cup Holders Inc.,VS0000024830
2318,GROENEVELD TRANSPORT EFFICIENCY INC,VS0000004599
2319,Groundwork Music Project,VS0000018725
2320,GRUBER TECHNICAL INC,GRU8321194
2321,GRUENE ENVIRONMENTAL COMPANIES LLP,V00000921090
2322,GS GEORGETOWN LP,V00000914342
2323,GSE HOLDINGS INC,VC0000102891
2324,GT DISTRIBUTORS INC,GTD2150750
2325,GTS Technology Solutions Inc.,AUS0481500
2326,GTSI CORP,GOV6012860
2327,Guardian Booth LLC,V00000943312
2328,Guardian Industrial Supply LLC,VS0000002424
2329,GUITAR CENTER,GUI8305108
2330,Gulf Coast Limestone Inc.,V00000941419
2331,GULF COAST PAPER CO INC,GUL2165000
2332,Gustavo Guerrero,VS0000007480
2333,GUTHRIE TRAILER SALES INC,VS0000016460
2334,GUZCOM ENTERPRISES INC.,V00000905401
2335,GW SAFETY SIGNAL LLC,V00000952297
2336,H & H OIL LP,VC0000101846
2337,H & H WASTE OIL INC,HHW2345000
2338,H & R WORKWEAR INC,IMA8318493
2339,H BROWN INC,VS0000017828
2340,H E B GROCERY CO L P,HEB8307663
2341,H E BUTT GROCERY CO INC,HEB2275750
2342,H&amp;T  UTILITIES LLC,HTU7053185
2343,H. A. Gray & Associates Inc.,VS0000004623
2344,H.E.L.P. Animals Inc.,V00000932194
2345,H-11 Digital Forensics Company LLC,V00000925797
2346,H2O CAR WASH EXPRESS LLC,VC0000102759
2347,H2O Operations LLC,V00000947089
2348,HABANA CALLE 6 RESTAURANT,HAB8318468
2349,HACH CO,HAC2179000
2350,HACH COMPANY,HAC2179000
2351,HAGEMEYER NORTH AMERICA INC,HAG8308556
2352,HAIX North America Inc.,V00000913380
2353,Haley Tricycles,V00000928865
2354,HALF PRICE BOOKS,HAL8306892
2355,HALIFAX SECURITY INC,NOR8309483
2356,HALL LES,LES8323006
2357,HALLIDAY PRODUCTS INC,HAL7162835
2358,HAMILTON ELECTRIC WORKS INC,HAM2197750
2359,HANCOCK FABRICS #1551,HAN8306133
2360,HANES COMPANIES INC,VC0000102540
2361,HANK FLEMING GUNSMITH,HAN8316240
2362,HANSON EQUIPMENT CO,HAN7118670
2363,HANSON PIPE & PRECAST INC,HAN7137140
2364,HANSON PIPE & PRECAST LLC,HAN7137140
2365,HAPPY GOODS INC.,VS0000001262
2366,Hargrave & Hargrave Inc.,VS0000029410
2367,HARLAND CLARKE CORP,VS0000018222
2368,Harmony Enterprises Inc.,V00000940678
2369,HAROLD BAILEY,VC0000100639
2370,HARRINGTON INDUSTRIAL PLASTICS LLC,HAR8309735
2371,HARRIS COMMUNICATIONS INC.,HAR8315663
2372,HARRIS CORP,HAR2232500
2373,HARTWELL ENVIRONMENTAL CORP,HAR7122925
2374,Harvest Thieves LLC,V00000939380
2375,HARVEY MERIDA,V00000930423
2376,HARVEY-DACO,HAR7088140
2377,HASCO INTERNATIONAL INC,HAS7048995
2378,Hatch Workshop LLC,V00000925391
2379,HATFIELD & CO INC,HAT2253750
2380,HAVERDA ENTERPRISES INC,ACE7163805
2381,HAVIS-SHIELDS EQUIPMENT CORP,HAV6022785
2382,Hawk Analytics Inc.,V00000937589
2383,HAWKER CORPORATION,VC0000101111
2384,HAWKINS & AFFILIATES INC,HAW7090510
2385,HAWORTH INC,HAY7143075
2386,Hazard Control Technologies Inc.,V00000914233
2387,HCD AUSTIN CORPORATION,OMN7013100
2388,HCOP LLC,HIL8312370
2389,HD SUPPLY CONSTRUCTION SUPPLY LTD,VC0000101124
2390,HD SUPPLY FACILITIES MAINTENANCE LTD,USA7060185
2391,HD SUPPLY UTILITIES LTD,HUG8321620
2392,HD SUPPLY WATERWORKS LTD,HUG8319237
2393,Headwaters Construction Materials,V00000933061
2394,Health Alliance for Austin Musicians,V00000931142
2395,Health Technology Professional Products Inc,V00000901683
2396,Healthcare Technology Solutions International,VS0000009615
2397,HEARTLAND SERVICES INC,HEA8313612
2398,HeartSafe America Inc.,V00000931312
2399,Heath Gallon,V00000956926
2400,HEI AUSTIN HOTEL LP,VC0000101048
2401,HEIL OF TEXAS,HEI8303162
2402,Heinzmann Company LLC,V00000923696
2403,Helena Chemical Company,VS0000014732
2404,HELM INC,HEL7129765
2405,HemoCue Inc.,VS0000009335
2406,HENDERSON IMPORTS LTD,HEN8308016
2407,HENEK MANUFACTURING INC,VS0000029686
2408,HENNA CHEVROLET LP,HEN2313250
2409,Hennesy Mechanical Sales LLC,V00000946367
2410,Henry Levine Design LLC,VS0000012404
2411,HENRY SCHEIN INC,HEN8311513
2412,HENRY TORRES,V00000929993
2413,Herc Rentals Inc.,HER2335250
2414,HERCULES INDUSTRIES INC,HER8300945
2415,HERCULES WIRE ROPE & SLING CO INC,HER2316750
2416,Heritage-Crystal Clean LLC,CRY8304411
2417,HERSEY METERS COMPANY LLC,VC0000100207
2418,HERTZ EQUIPMENT RENTAL CORPORATION,HER2335250
2419,Hesselbein Tire Southwest,VS0000036080
2420,HEST FITNESS PRODUCTS,HES6004820
2421,HEWITT DENTAL INC,BOB2339250
2422,Hewlett Packard Financial Services,V00000909926
2423,HEWLETT-PACKARD CO,HEW2339750
2424,HIDELL BUILDERS SUPPLY INC,HID2348250
2425,HIGH LEAH ELECTRONICS INC,ROA8318764
2426,HIGH LEAH ELECTRONICS INC,VC0000101651
2427,HIGH SIERRA ELECTRONICS INC,HIG8311586
2428,HIGH TIDE ENTERPRISES INC,VC0000101148
2429,HIGH VOLTAGE INC,HIG8316890
2430,HIGHLAND PRODUCTS GROUP L L C,HIG8312998
2431,HIGHSMITH CO INC (THE),HIG2352750
2432,HIGHSMITH LLC,VC0000103554
